State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Kerala,PATHANAMTHITTA,2002,Winter,Rice,2236,4890
Kerala,PATHANAMTHITTA,2003,Autumn,Rice,683,1437
Kerala,PATHANAMTHITTA,2003,Summer,Rice,2009,5299
Kerala,PATHANAMTHITTA,2003,Whole Year,Banana,2343,18070
Kerala,PATHANAMTHITTA,2003,Whole Year,Coconut,21660,121000000
Kerala,PATHANAMTHITTA,2003,Whole Year,Mango,1684,12529
Kerala,PATHANAMTHITTA,2003,Whole Year,Papaya,698,3853
Kerala,PATHANAMTHITTA,2003,Winter,Rice,2570,5905
Kerala,PATHANAMTHITTA,2004,Autumn,Rice,834,1852
Kerala,PATHANAMTHITTA,2004,Summer,Rice,1702,4699
Kerala,PATHANAMTHITTA,2004,Whole Year,Banana,2483,17659
Kerala,PATHANAMTHITTA,2004,Whole Year,Coconut,21739,114000000
Kerala,PATHANAMTHITTA,2004,Winter,Rice,1803,4233
Kerala,PATHANAMTHITTA,2005,Autumn,Rice,772,1549
Kerala,PATHANAMTHITTA,2005,Summer,Rice,955,2460
Kerala,PATHANAMTHITTA,2005,Whole Year,Banana,2583,23302
Kerala,PATHANAMTHITTA,2005,Whole Year,Coconut,21375,119000000
Kerala,PATHANAMTHITTA,2005,Winter,Rice,1564,3509
Kerala,PATHANAMTHITTA,2006,Autumn,Rice,230,550
Kerala,PATHANAMTHITTA,2006,Summer,Rice,952,3128
Kerala,PATHANAMTHITTA,2006,Whole Year,Banana,2599,21447
Kerala,PATHANAMTHITTA,2006,Whole Year,Coconut,18842,109000000
Kerala,PATHANAMTHITTA,2006,Winter,Rice,1434,3423
Kerala,PATHANAMTHITTA,2007,Autumn,Rice,105,241
Kerala,PATHANAMTHITTA,2007,Summer,Rice,1329,3040
Kerala,PATHANAMTHITTA,2007,Whole Year,Banana,2513,20270
Kerala,PATHANAMTHITTA,2007,Whole Year,Coconut,17903,107000000
Kerala,PATHANAMTHITTA,2007,Winter,Rice,567,1350
Kerala,PATHANAMTHITTA,2008,Autumn,Rice,130,303
Kerala,PATHANAMTHITTA,2008,Summer,Rice,1687,4941
Kerala,PATHANAMTHITTA,2008,Whole Year,Banana,1994,15715
Kerala,PATHANAMTHITTA,2008,Whole Year,Coconut,16632,111000000
Kerala,PATHANAMTHITTA,2008,Winter,Rice,864,2155
Kerala,PATHANAMTHITTA,2009,Autumn,Rice,185,466
Kerala,PATHANAMTHITTA,2009,Summer,Rice,2208,5782
Kerala,PATHANAMTHITTA,2009,Whole Year,Banana,2032,16860
Kerala,PATHANAMTHITTA,2009,Whole Year,Coconut,16213,114000000
Kerala,PATHANAMTHITTA,2009,Winter,Rice,603,1490
Kerala,PATHANAMTHITTA,2010,Autumn,Rice,112.56,245.28
Kerala,PATHANAMTHITTA,2010,Summer,Rice,2393.46,5289.7
Kerala,PATHANAMTHITTA,2010,Whole Year,Banana,2061.47,16321.3
Kerala,PATHANAMTHITTA,2010,Whole Year,Coconut,15626.74,112043000
Kerala,PATHANAMTHITTA,2010,Winter,Rice,479.99,1092.54
Kerala,PATHANAMTHITTA,2011,Autumn,Rice,45.42,96.02
Kerala,PATHANAMTHITTA,2011,Summer,Rice,2282.25,7513.28
Kerala,PATHANAMTHITTA,2011,Whole Year,Banana,1966.23,15631.45
Kerala,PATHANAMTHITTA,2011,Whole Year,Coconut,16184.56,137055000
Kerala,PATHANAMTHITTA,2011,Winter,Rice,474.82,1380.16
Kerala,PATHANAMTHITTA,2012,Autumn,Rice,34,92
Kerala,PATHANAMTHITTA,2012,Summer,Rice,1847,4965
Kerala,PATHANAMTHITTA,2012,Whole Year,Banana,2020,15210
Kerala,PATHANAMTHITTA,2012,Whole Year,Coconut,15433,110000000
Kerala,PATHANAMTHITTA,2012,Whole Year,Mango,1520,8644
Kerala,PATHANAMTHITTA,2012,Whole Year,Papaya,630,6003
Kerala,PATHANAMTHITTA,2012,Winter,Rice,399,984
Kerala,PATHANAMTHITTA,2013,Autumn,Rice,8,18
Kerala,PATHANAMTHITTA,2013,Summer,Rice,1970,6304
Kerala,PATHANAMTHITTA,2013,Whole Year,Banana,2096,15265
Kerala,PATHANAMTHITTA,2013,Whole Year,Coconut,15606,98000000
Kerala,PATHANAMTHITTA,2013,Whole Year,Mango,1714,9274
Kerala,PATHANAMTHITTA,2013,Winter,Rice,489,1232
Kerala,PATHANAMTHITTA,2014,Autumn,Rice,35,53
Kerala,PATHANAMTHITTA,2014,Summer,Rice,2084,6214
Kerala,PATHANAMTHITTA,2014,Whole Year,Banana,2182,17091
Kerala,PATHANAMTHITTA,2014,Whole Year,Coconut,15803,92000000
Kerala,PATHANAMTHITTA,2014,Winter,Rice,473,1306
Kerala,THIRUVANANTHAPURAM,1997,Whole Year,Coconut,112601,592000
Kerala,THIRUVANANTHAPURAM,1998,Autumn,Rice,4798,8892
Kerala,THIRUVANANTHAPURAM,1998,Summer,Rice,16,5
Kerala,THIRUVANANTHAPURAM,1998,Whole Year,Banana,1389,15859
Kerala,THIRUVANANTHAPURAM,1998,Whole Year,Coconut,91271,555000000
Kerala,THIRUVANANTHAPURAM,1998,Winter,Rice,4784,8792
Kerala,THIRUVANANTHAPURAM,1999,Autumn,Rice,3705,8206
Kerala,THIRUVANANTHAPURAM,1999,Summer,Rice,50,85
Kerala,THIRUVANANTHAPURAM,1999,Whole Year,Banana,1599,16134
Kerala,THIRUVANANTHAPURAM,1999,Whole Year,Coconut,91362,608000000
Kerala,THIRUVANANTHAPURAM,1999,Winter,Rice,4214,9259
Kerala,THIRUVANANTHAPURAM,2000,Autumn,Rice,3388,7216
Kerala,THIRUVANANTHAPURAM,2000,Summer,Rice,9,8
Kerala,THIRUVANANTHAPURAM,2000,Whole Year,Banana,2149,13668
Kerala,THIRUVANANTHAPURAM,2000,Whole Year,Coconut,88663,635000000
Kerala,THIRUVANANTHAPURAM,2000,Winter,Rice,3598,7245
Kerala,THIRUVANANTHAPURAM,2001,Autumn,Rice,3336,7335
Kerala,THIRUVANANTHAPURAM,2001,Summer,Rice,8,6
Kerala,THIRUVANANTHAPURAM,2001,Whole Year,Banana,2333,13637
Kerala,THIRUVANANTHAPURAM,2001,Whole Year,Coconut,88604,627000000
Kerala,THIRUVANANTHAPURAM,2001,Winter,Rice,3466,7345
Kerala,THIRUVANANTHAPURAM,2002,Autumn,Rice,3189,7246
Kerala,THIRUVANANTHAPURAM,2002,Summer,Rice,3,3
Kerala,THIRUVANANTHAPURAM,2002,Whole Year,Banana,2496,16739
Kerala,THIRUVANANTHAPURAM,2002,Whole Year,Coconut,87118,606000000
Kerala,THIRUVANANTHAPURAM,2002,Whole Year,Mango,5006,25574
Kerala,THIRUVANANTHAPURAM,2002,Whole Year,Papaya,1041,6855
Kerala,THIRUVANANTHAPURAM,2002,Winter,Rice,3231,6870
Kerala,THIRUVANANTHAPURAM,2003,Autumn,Rice,2551,5666
Kerala,THIRUVANANTHAPURAM,2003,Summer,Rice,18,26
Kerala,THIRUVANANTHAPURAM,2003,Whole Year,Banana,2353,18872
Kerala,THIRUVANANTHAPURAM,2003,Whole Year,Coconut,85506,553000000
Kerala,THIRUVANANTHAPURAM,2003,Whole Year,Mango,4897,24264
Kerala,THIRUVANANTHAPURAM,2003,Whole Year,Papaya,1059,6979
Kerala,THIRUVANANTHAPURAM,2003,Winter,Rice,2802,5586
Kerala,THIRUVANANTHAPURAM,2004,Autumn,Rice,2621,6423
Kerala,THIRUVANANTHAPURAM,2004,Summer,Rice,2,3
Kerala,THIRUVANANTHAPURAM,2004,Whole Year,Banana,2492,15803
Kerala,THIRUVANANTHAPURAM,2004,Whole Year,Coconut,84073,568000000
Kerala,THIRUVANANTHAPURAM,2004,Winter,Rice,2573,5930
Kerala,THIRUVANANTHAPURAM,2005,Autumn,Rice,2178,5232
Kerala,THIRUVANANTHAPURAM,2005,Summer,Rice,14,24
Kerala,THIRUVANANTHAPURAM,2005,Whole Year,Banana,2575,17794
Kerala,THIRUVANANTHAPURAM,2005,Whole Year,Coconut,84078,665000000
Kerala,THIRUVANANTHAPURAM,2005,Winter,Rice,2513,5778
Kerala,THIRUVANANTHAPURAM,2006,Autumn,Rice,1403,3602
Kerala,THIRUVANANTHAPURAM,2006,Summer,Rice,73,187
Kerala,THIRUVANANTHAPURAM,2006,Whole Year,Banana,2257,15135
Kerala,THIRUVANANTHAPURAM,2006,Whole Year,Coconut,77463,603000000
Kerala,THIRUVANANTHAPURAM,2006,Winter,Rice,2373,6288
Kerala,THIRUVANANTHAPURAM,2007,Autumn,Rice,1309,3243
Kerala,THIRUVANANTHAPURAM,2007,Summer,Rice,77,184
Kerala,THIRUVANANTHAPURAM,2007,Whole Year,Banana,2078,13159
Kerala,THIRUVANANTHAPURAM,2007,Whole Year,Coconut,72473,562000000
Kerala,THIRUVANANTHAPURAM,2007,Winter,Rice,1481,3755
Kerala,THIRUVANANTHAPURAM,2008,Autumn,Rice,1350,3360
Kerala,THIRUVANANTHAPURAM,2008,Summer,Rice,116,306
Kerala,THIRUVANANTHAPURAM,2008,Whole Year,Banana,2689,18858
Kerala,THIRUVANANTHAPURAM,2008,Whole Year,Coconut,71675,600000000
Kerala,THIRUVANANTHAPURAM,2008,Winter,Rice,1529,3608
Kerala,THIRUVANANTHAPURAM,2009,Autumn,Rice,1417,3942
Kerala,THIRUVANANTHAPURAM,2009,Summer,Rice,163,340
Kerala,THIRUVANANTHAPURAM,2009,Whole Year,Banana,2349,17250
Kerala,THIRUVANANTHAPURAM,2009,Whole Year,Coconut,71376,591000000
Kerala,THIRUVANANTHAPURAM,2009,Winter,Rice,1360,3282
Kerala,THIRUVANANTHAPURAM,2010,Autumn,Rice,1492.8,3593.07
Kerala,THIRUVANANTHAPURAM,2010,Summer,Rice,267.49,559.54
Kerala,THIRUVANANTHAPURAM,2010,Whole Year,Banana,2891.63,16247.89
Kerala,THIRUVANANTHAPURAM,2010,Whole Year,Coconut,69668.44,499402000
Kerala,THIRUVANANTHAPURAM,2010,Winter,Rice,1158.51,2770.17
Kerala,THIRUVANANTHAPURAM,2011,Autumn,Rice,1204.98,3137.87
Kerala,THIRUVANANTHAPURAM,2011,Summer,Rice,112.24,268.31
Kerala,THIRUVANANTHAPURAM,2011,Whole Year,Banana,1794.19,10855.74
Kerala,THIRUVANANTHAPURAM,2011,Whole Year,Coconut,71423.51,572372000
Kerala,THIRUVANANTHAPURAM,2011,Winter,Rice,1077.65,2732.52
Kerala,THIRUVANANTHAPURAM,2012,Autumn,Rice,596,1471
Kerala,THIRUVANANTHAPURAM,2012,Summer,Rice,40,91
Kerala,THIRUVANANTHAPURAM,2012,Whole Year,Banana,3567,24290
Kerala,THIRUVANANTHAPURAM,2012,Whole Year,Blackgram,5,
Kerala,THIRUVANANTHAPURAM,2012,Whole Year,Coconut,70233,552000000
Kerala,THIRUVANANTHAPURAM,2012,Whole Year,Mango,4538,25617
Kerala,THIRUVANANTHAPURAM,2012,Whole Year,Papaya,1651,14443
Kerala,THIRUVANANTHAPURAM,2012,Winter,Rice,1180,2534
Kerala,THIRUVANANTHAPURAM,2013,Autumn,Rice,875,2468
Kerala,THIRUVANANTHAPURAM,2013,Summer,Rice,133,360
Kerala,THIRUVANANTHAPURAM,2013,Whole Year,Banana,2343,18753
Kerala,THIRUVANANTHAPURAM,2013,Whole Year,Blackgram,2,
Kerala,THIRUVANANTHAPURAM,2013,Whole Year,Coconut,71320,551000000
Kerala,THIRUVANANTHAPURAM,2013,Whole Year,Mango,4840,28582
Kerala,THIRUVANANTHAPURAM,2013,Winter,Rice,993,2498
Kerala,THIRUVANANTHAPURAM,2014,Autumn,Rice,963,2588
Kerala,THIRUVANANTHAPURAM,2014,Summer,Rice,66,174
Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Banana,2329,15999
Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Blackgram,14,
Kerala,THIRUVANANTHAPURAM,2014,Whole Year,Coconut,73079,665000000
Kerala,THIRUVANANTHAPURAM,2014,Winter,Rice,1064,2799
Kerala,THRISSUR,1997,Whole Year,Coconut,75784,482000
Kerala,THRISSUR,1998,Autumn,Rice,10019,17623
Kerala,THRISSUR,1998,Summer,Rice,6196,14233
Kerala,THRISSUR,1998,Whole Year,Banana,2475,35071
Kerala,THRISSUR,1998,Whole Year,Coconut,81171,534000000
Kerala,THRISSUR,1998,Winter,Rice,23000,42334
Kerala,THRISSUR,1999,Autumn,Rice,11343,21488
Kerala,THRISSUR,1999,Summer,Rice,7922,19589
Kerala,THRISSUR,1999,Whole Year,Banana,2791,33729
Kerala,THRISSUR,1999,Whole Year,Coconut,88307,610000000
Kerala,THRISSUR,1999,Winter,Rice,23622,51132
Kerala,THRISSUR,2000,Autumn,Rice,10878,21416
Kerala,THRISSUR,2000,Summer,Rice,6328,15668
Kerala,THRISSUR,2000,Whole Year,Banana,2810,20138
Kerala,THRISSUR,2000,Whole Year,Coconut,89472,540000000
Kerala,THRISSUR,2000,Winter,Rice,22178,45021
Kerala,THRISSUR,2001,Autumn,Rice,9809,19830
Kerala,THRISSUR,2001,Summer,Rice,6129,15861
Kerala,THRISSUR,2001,Whole Year,Banana,2828,17361
Kerala,THRISSUR,2001,Whole Year,Coconut,85480,545000000
Kerala,THRISSUR,2001,Winter,Rice,21074,48590
Kerala,THRISSUR,2002,Autumn,Rice,9740,20021
Kerala,THRISSUR,2002,Summer,Rice,7698,23084
Kerala,THRISSUR,2002,Whole Year,Banana,2844,19974
Kerala,THRISSUR,2002,Whole Year,Coconut,86068,620000000
Kerala,THRISSUR,2002,Whole Year,Mango,7692,27166
Kerala,THRISSUR,2002,Whole Year,Papaya,1611,7045
Kerala,THRISSUR,2002,Winter,Rice,19836,44167
Kerala,THRISSUR,2003,Autumn,Rice,8016,18023
Kerala,THRISSUR,2003,Summer,Rice,6317,18894
Kerala,THRISSUR,2003,Whole Year,Banana,2532,18652
Kerala,THRISSUR,2003,Whole Year,Coconut,87397,632000000
Kerala,THRISSUR,2003,Whole Year,Mango,7869,28988
Kerala,THRISSUR,2003,Whole Year,Papaya,1642,7176
Kerala,THRISSUR,2003,Winter,Rice,19825,42925
Kerala,THRISSUR,2004,Autumn,Rice,9641,19964
Kerala,THRISSUR,2004,Summer,Rice,8658,26886
Kerala,THRISSUR,2004,Whole Year,Banana,2713,19946
Kerala,THRISSUR,2004,Whole Year,Coconut,85115,709000000
Kerala,THRISSUR,2004,Winter,Rice,18052,40613
Kerala,THRISSUR,2005,Autumn,Rice,7421,14563
Kerala,THRISSUR,2005,Summer,Rice,5877,19489
Kerala,THRISSUR,2005,Whole Year,Banana,2919,25285
Kerala,THRISSUR,2005,Whole Year,Coconut,85366,726000000
Kerala,THRISSUR,2005,Winter,Rice,17776,38899
Kerala,THRISSUR,2006,Autumn,Rice,5389,9847
Kerala,THRISSUR,2006,Summer,Rice,5894,20401
Kerala,THRISSUR,2006,Whole Year,Banana,2980,26430
Kerala,THRISSUR,2006,Whole Year,Coconut,84454,608000000
Kerala,THRISSUR,2006,Winter,Rice,16028,34788
Kerala,THRISSUR,2007,Autumn,Rice,4149,7378
Kerala,THRISSUR,2007,Summer,Rice,8721,26374
Kerala,THRISSUR,2007,Whole Year,Banana,3107,19864
Kerala,THRISSUR,2007,Whole Year,Coconut,81697,575000000
Kerala,THRISSUR,2007,Winter,Rice,11552,25629
Kerala,THRISSUR,2008,Autumn,Rice,4768,9439
Kerala,THRISSUR,2008,Summer,Rice,8834,28887
Kerala,THRISSUR,2008,Whole Year,Banana,2773,25096
Kerala,THRISSUR,2008,Whole Year,Coconut,76753,531000000
Kerala,THRISSUR,2008,Winter,Rice,14326,33583
Kerala,THRISSUR,2009,Autumn,Rice,3901,6922
Kerala,THRISSUR,2009,Summer,Rice,8989,28329
Kerala,THRISSUR,2009,Whole Year,Banana,2464,19455
Kerala,THRISSUR,2009,Whole Year,Coconut,77509,538000000
Kerala,THRISSUR,2009,Winter,Rice,12549,28603
Kerala,THRISSUR,2010,Autumn,Rice,3033.46,6012.32
Kerala,THRISSUR,2010,Summer,Rice,6361.9,20223.94
Kerala,THRISSUR,2010,Whole Year,Banana,2283.36,17962.59
Kerala,THRISSUR,2010,Whole Year,Coconut,75364.43,493258000
Kerala,THRISSUR,2010,Winter,Rice,10863.98,26843.21
Kerala,THRISSUR,2011,Autumn,Rice,2740.18,5819.23
Kerala,THRISSUR,2011,Summer,Rice,7705.17,27973.72
Kerala,THRISSUR,2011,Whole Year,Banana,2240.37,20670.74
Kerala,THRISSUR,2011,Whole Year,Coconut,89676.79,607999000
Kerala,THRISSUR,2011,Winter,Rice,10726.71,28522.89
Kerala,THRISSUR,2012,Autumn,Rice,2577,5615
Kerala,THRISSUR,2012,Summer,Rice,7476,26342
Kerala,THRISSUR,2012,Whole Year,Banana,2141,20636
Kerala,THRISSUR,2012,Whole Year,Coconut,86476,548000000
Kerala,THRISSUR,2012,Whole Year,Mango,6902,43315
Kerala,THRISSUR,2012,Whole Year,Papaya,1203,4092
Kerala,THRISSUR,2012,Winter,Rice,13045,35612
Kerala,THRISSUR,2013,Autumn,Rice,1810,4153
Kerala,THRISSUR,2013,Summer,Rice,7884,27853
Kerala,THRISSUR,2013,Whole Year,Banana,2388,21569
Kerala,THRISSUR,2013,Whole Year,Blackgram,2,
Kerala,THRISSUR,2013,Whole Year,Coconut,87177,618000000
Kerala,THRISSUR,2013,Whole Year,Mango,6601,35685
Kerala,THRISSUR,2013,Winter,Rice,12580,34647
Kerala,THRISSUR,2014,Autumn,Rice,2864,6282
Kerala,THRISSUR,2014,Summer,Rice,8051,29830
Kerala,THRISSUR,2014,Whole Year,Banana,2297,18980
Kerala,THRISSUR,2014,Whole Year,Coconut,83221,485000000
Kerala,THRISSUR,2014,Winter,Rice,13236,39904
Kerala,WAYANAD,1997,Whole Year,Coconut,5278,13000
Kerala,WAYANAD,1998,Summer,Rice,3599,9023
Kerala,WAYANAD,1998,Whole Year,Banana,3726,47663
Kerala,WAYANAD,1998,Whole Year,Coconut,9948,25000000
Kerala,WAYANAD,1998,Winter,Rice,12043,25666
Kerala,WAYANAD,1999,Summer,Rice,2750,6978
Kerala,WAYANAD,1999,Whole Year,Banana,6342,65753
Kerala,WAYANAD,1999,Whole Year,Coconut,10843,27000000
Kerala,WAYANAD,1999,Winter,Rice,14554,37783
Kerala,WAYANAD,2000,Summer,Rice,3200,7505
Kerala,WAYANAD,2000,Whole Year,Banana,8935,67547
Kerala,WAYANAD,2000,Whole Year,Coconut,10995,43000000
Kerala,WAYANAD,2000,Winter,Rice,11800,26297
Kerala,WAYANAD,2001,Summer,Rice,2952,7351
Kerala,WAYANAD,2001,Whole Year,Banana,10174,75264
Kerala,WAYANAD,2001,Whole Year,Coconut,11383,39000000
Kerala,WAYANAD,2001,Whole Year,Coffee,67510,54110
Kerala,WAYANAD,2001,Winter,Rice,9903,24725
Kerala,WAYANAD,2002,Summer,Rice,2498,6548
Kerala,WAYANAD,2002,Whole Year,Banana,11466,77963
Kerala,WAYANAD,2002,Whole Year,Coconut,10947,51000000
Kerala,WAYANAD,2002,Whole Year,Coffee,66973,52697
Kerala,WAYANAD,2002,Whole Year,Mango,4830,11416
Kerala,WAYANAD,2002,Whole Year,Papaya,399,2664
Kerala,WAYANAD,2002,Winter,Rice,10490,24778
Kerala,WAYANAD,2003,Summer,Rice,2168,4872
Kerala,WAYANAD,2003,Whole Year,Banana,11819,80162
Kerala,WAYANAD,2003,Whole Year,Coconut,11098,47000000
Kerala,WAYANAD,2003,Whole Year,Mango,4604,11764
Kerala,WAYANAD,2003,Whole Year,Papaya,433,2888
Kerala,WAYANAD,2003,Winter,Rice,10175,23549
Kerala,WAYANAD,2004,Summer,Rice,2324,6278
Kerala,WAYANAD,2004,Whole Year,Banana,12278,108021
Kerala,WAYANAD,2004,Whole Year,Coconut,11337,40000000
Kerala,WAYANAD,2004,Winter,Rice,9007,22928
Kerala,WAYANAD,2005,Summer,Rice,2232,6353
Kerala,WAYANAD,2005,Whole Year,Banana,12842,115160
Kerala,WAYANAD,2005,Whole Year,Coconut,11517,38000000
Kerala,WAYANAD,2005,Winter,Rice,9271,22032
Kerala,WAYANAD,2006,Summer,Rice,2567,7607
Kerala,WAYANAD,2006,Whole Year,Banana,11885,88065
Kerala,WAYANAD,2006,Whole Year,Coconut,12034,47000000
Kerala,WAYANAD,2006,Winter,Rice,9265,23115
Kerala,WAYANAD,2007,Summer,Rice,2995,8606
Kerala,WAYANAD,2007,Whole Year,Banana,12123,90427
Kerala,WAYANAD,2007,Whole Year,Coconut,12292,45000000
Kerala,WAYANAD,2007,Winter,Rice,9413,23473
Kerala,WAYANAD,2008,Summer,Rice,2896,8154
Kerala,WAYANAD,2008,Whole Year,Banana,10859,65238
Kerala,WAYANAD,2008,Whole Year,Coconut,11016,38000000
Kerala,WAYANAD,2008,Winter,Rice,9850,25707
Kerala,WAYANAD,2009,Summer,Rice,2419,6819
Kerala,WAYANAD,2009,Whole Year,Banana,8318,71627
Kerala,WAYANAD,2009,Whole Year,Coconut,10200,46000000
Kerala,WAYANAD,2009,Winter,Rice,10576,26338
Kerala,WAYANAD,2010,Summer,Rice,1834.85,5266.37
Kerala,WAYANAD,2010,Whole Year,Banana,10466.5,87967.67
Kerala,WAYANAD,2010,Whole Year,Coconut,10043.34,50745000
Kerala,WAYANAD,2010,Winter,Rice,9218.78,22644.74
Kerala,WAYANAD,2011,Summer,Rice,1336.82,3551.95
Kerala,WAYANAD,2011,Whole Year,Banana,12358.78,107243.88
Kerala,WAYANAD,2011,Whole Year,Coconut,10515.38,48039000
Kerala,WAYANAD,2011,Winter,Rice,7658.14,19974.22
Kerala,WAYANAD,2012,Summer,Rice,1034,2765
Kerala,WAYANAD,2012,Whole Year,Banana,12086,94955
Kerala,WAYANAD,2012,Whole Year,Coconut,9995,46000000
Kerala,WAYANAD,2012,Whole Year,Mango,4226,10210
Kerala,WAYANAD,2012,Whole Year,Papaya,352,3045
Kerala,WAYANAD,2012,Winter,Rice,9196,25287
Kerala,WAYANAD,2013,Summer,Rice,1522,4062
Kerala,WAYANAD,2013,Whole Year,Banana,11579,98518
Kerala,WAYANAD,2013,Whole Year,Coconut,11725,65000000
Kerala,WAYANAD,2013,Whole Year,Mango,5710,25581
Kerala,WAYANAD,2013,Winter,Rice,9959,26693
Kerala,WAYANAD,2014,Summer,Rice,1039,2844
Kerala,WAYANAD,2014,Whole Year,Banana,10719,100284
Kerala,WAYANAD,2014,Whole Year,Coconut,10326,59000000
Kerala,WAYANAD,2014,Whole Year,Maize,1,
Kerala,WAYANAD,2014,Winter,Rice,8651,23324
Madhya Pradesh,AGAR MALWA,2013,Kharif,Maize,15270,16578
Madhya Pradesh,AGAR MALWA,2013,Kharif,Rice,2,1
Madhya Pradesh,ALIRAJPUR,2008,Kharif,Maize,37707,45428
Madhya Pradesh,ALIRAJPUR,2008,Kharif,Rice,7665,3561
Madhya Pradesh,ALIRAJPUR,2009,Whole Year,Maize,38269,34443
Madhya Pradesh,ALIRAJPUR,2009,Whole Year,Rice,7226,3008
Madhya Pradesh,ALIRAJPUR,2010,Kharif,Maize,38468,43669
Madhya Pradesh,ALIRAJPUR,2010,Kharif,Rice,7122,5226
Madhya Pradesh,ALIRAJPUR,2011,Kharif,Maize,38919,31776
Madhya Pradesh,ALIRAJPUR,2011,Kharif,Rice,6823,5131
Madhya Pradesh,ALIRAJPUR,2012,Kharif,Maize,39203,76316
Madhya Pradesh,ALIRAJPUR,2012,Kharif,Rice,7082,3857
Madhya Pradesh,ALIRAJPUR,2013,Kharif,Maize,38841,30247
Madhya Pradesh,ALIRAJPUR,2013,Kharif,Rice,6947,4361
Madhya Pradesh,ANUPPUR,2003,Kharif,Maize,12105,15439
Madhya Pradesh,ANUPPUR,2003,Kharif,Rice,98997,63427
Madhya Pradesh,ANUPPUR,2003,Whole Year,Banana,2,35
Madhya Pradesh,ANUPPUR,2003,Whole Year,Mango,26,0
Madhya Pradesh,ANUPPUR,2004,Kharif,Maize,12232,12442
Madhya Pradesh,ANUPPUR,2004,Kharif,Rice,101146,48614
Madhya Pradesh,ANUPPUR,2005,Kharif,Maize,12186,12459
Madhya Pradesh,ANUPPUR,2005,Kharif,Rice,101813,109440
Madhya Pradesh,ANUPPUR,2006,Kharif,Jute,64,122
Madhya Pradesh,ANUPPUR,2006,Kharif,Maize,12059,7836
Madhya Pradesh,ANUPPUR,2006,Kharif,Rice,101189,99704
Madhya Pradesh,ANUPPUR,2006,Whole Year,Banana,1,
Madhya Pradesh,ANUPPUR,2007,Kharif,Maize,11960,8889
Madhya Pradesh,ANUPPUR,2007,Kharif,Rice,101031,64536
Madhya Pradesh,ANUPPUR,2007,Whole Year,Banana,1,20
Madhya Pradesh,ANUPPUR,2008,Kharif,Maize,11947,9865
Madhya Pradesh,ANUPPUR,2008,Kharif,Rice,100199,104585
Madhya Pradesh,ANUPPUR,2009,Whole Year,Banana,2,45
Madhya Pradesh,ANUPPUR,2009,Whole Year,Maize,11733,7086
Madhya Pradesh,ANUPPUR,2009,Whole Year,Rice,97064,56420
Madhya Pradesh,ANUPPUR,2010,Kharif,Maize,11619,8465
Madhya Pradesh,ANUPPUR,2010,Kharif,Rice,97568,63043
Madhya Pradesh,ANUPPUR,2011,Kharif,Maize,11468,10080
Madhya Pradesh,ANUPPUR,2011,Kharif,Rice,99732,102712
Madhya Pradesh,ANUPPUR,2012,Kharif,Maize,11464,15990
Madhya Pradesh,ANUPPUR,2012,Kharif,Rice,105693,118574
Madhya Pradesh,ANUPPUR,2012,Whole Year,Banana,2,
Madhya Pradesh,ANUPPUR,2013,Kharif,Maize,11342,15688
Madhya Pradesh,ANUPPUR,2013,Kharif,Rice,105066,190548
Madhya Pradesh,ANUPPUR,2013,Whole Year,Banana,1,
Madhya Pradesh,ASHOKNAGAR,2003,Kharif,Maize,7503,13087
Madhya Pradesh,ASHOKNAGAR,2003,Kharif,Rice,797,708
Madhya Pradesh,ASHOKNAGAR,2003,Whole Year,Mango,112,0
Madhya Pradesh,ASHOKNAGAR,2003,Whole Year,Orange,1,0
Madhya Pradesh,ASHOKNAGAR,2003,Whole Year,Papaya,11,447
Madhya Pradesh,ASHOKNAGAR,2004,Kharif,Maize,7500,10170
Madhya Pradesh,ASHOKNAGAR,2004,Kharif,Rice,875,714
Madhya Pradesh,ASHOKNAGAR,2005,Kharif,Maize,7153,11282
Madhya Pradesh,ASHOKNAGAR,2005,Kharif,Rice,848,580
Madhya Pradesh,ASHOKNAGAR,2006,Kharif,Maize,7580,8508
Madhya Pradesh,ASHOKNAGAR,2006,Kharif,Rice,809,543
Madhya Pradesh,ASHOKNAGAR,2007,Kharif,Maize,7549,11188
Madhya Pradesh,ASHOKNAGAR,2007,Kharif,Rice,803,631
Madhya Pradesh,ASHOKNAGAR,2008,Kharif,Maize,7223,10200
Madhya Pradesh,ASHOKNAGAR,2008,Kharif,Rice,593,418
Madhya Pradesh,ASHOKNAGAR,2009,Whole Year,Maize,6923,8812
Madhya Pradesh,ASHOKNAGAR,2009,Whole Year,Rice,544,383
Madhya Pradesh,ASHOKNAGAR,2010,Kharif,Maize,6749,9787
Madhya Pradesh,ASHOKNAGAR,2010,Kharif,Rice,609,494
Madhya Pradesh,ASHOKNAGAR,2011,Kharif,Maize,7222,8225
Madhya Pradesh,ASHOKNAGAR,2011,Kharif,Rice,874,806
Madhya Pradesh,ASHOKNAGAR,2012,Kharif,Maize,5500,14966
Madhya Pradesh,ASHOKNAGAR,2012,Kharif,Rice,1329,3883
Madhya Pradesh,ASHOKNAGAR,2013,Kharif,Maize,4551,7299
Madhya Pradesh,ASHOKNAGAR,2013,Kharif,Rice,1409,2336
